wn_synset,bn:id,pos,lemmata EN,definition,lemmata IT,is it related to music?
,bn:02599611n,,"indian_folk_music, folk_music_of_india, folk_music_in_india, folk_music_india",Indian folk music is diverse because of India's vast cultural diversity.,"musica_popolare_indiana, musica_folk_dell'india, musica_popolare_in_india",YES
,bn:02230068n,,"romanian_popular_music, popular_music_in_romania","In Romania, the syntagm popular music is used to denote a musical genre based on folklore, but distinct from it.","musica_popolare_romena, musica_popolare_in_romania",YES
,bn:01186496n,,"popular_music_in_sweden, swedish_music_export, swedish_music_abroad, swedish_pop_music, swedish_rock, swedish_pop, swedish_rock_music","Swedish popular music, also called Swedish pop music, or just Swedish pop, refers to music that has swept the Swedish mainstream at any given point in recent times.","musica_popolare_svedese, musica_popolare_in_svezia, rock_svedese, pop_svedese, musica_rock_svedese",YES
,bn:01072408n,,post-industrial_music,Music genre,"musica_post-industriale, musica_post-industrial",YES
,bn:01682290n,,"postmodern_music, postmodernism, post-modern_music",Postmodern music is music in the art music tradition produced in the postmodern era.,"musica_postmoderna, stile_postmoderno, postmodernismo",YES
,bn:01935979n,,"renaissance_music, mannerism_in_music, music_of_the_renaissance, 16th_century_music",Renaissance music is vocal and instrumental music written and performed in Europe during the Renaissance era.,"musica_rinascimentale, musica_del_cinquecento, manierismo_in_musica",YES
,bn:03171207n,,repetitive_music,Repetitive music is music that features a relatively high degree of repetition in its creation or reception.,"musica_ripetitiva, musica_di_ripetizione",YES
,bn:01773303n,,"rock_music_in_albania, albanian_rock","Albanian rock describes music in Albania, Kosovo, North Macedonia and other Albanian-inhabited areas closely related to western rock.","musica_rock_in_albania, rock_albanese",YES
,bn:01945414n,,"romantic_music, romantic_period, romanticism, romantic_era_music, romanticism_in_music, romantic_music_era, romantic_period_in_music, romantic_movement, romantic_era, musical_romanticism",Romantic music is a stylistic movement in Western orchestral music associated with the period of the nineteenth century commonly referred to as the Romantic era.,"musica_romantica, musica_del_romanticismo, romanticismo_musicale, musica_dell'era_romantica, peirodo_romantico_in_musica, movimento_romantico",YES
,bn:01955558n,,sakara_music,Sakara music is a form of popular Nigerian music based in the traditions of Yoruba music.,"musica_sakara, sakara",YES
,bn:03131093n,,"sámi_music, sami_music, saami_music, lapp_music, joikers, music_of_sámiland, music_of_lappland, joiker, music_of_lapland, music_of_samiland",In traditional Sámi music songs and joiks are important musical expressions of the Sámi people and Sámi languages.,"musica_sami, musica_della_lapponia",YES
,bn:01493972n,,shamanic_music,"Shamanic music is music played either by actual shamans as part of their rituals, or by people who, whilst not themselves shamans, wish to evoke the cultural background of shamanism in some way.",musica_sciamanica,YES
,bn:01383183n,,music_without_sound,"Music without sound can refer to music that falls outside the range of human hearing or to compositions, such as visual music, that are analogous to or suggestive of conventional music but in media other than sound, such as color, shape, position, motion and literature.","musica_senza_suono, composizione_tacet",YES
,bn:03105021n,,"sikh_music, gurmat_sangeet, shabad_kirtan, sikh_kirtan",A raga or raag is a complex structure of musical melody used in Indian classical music.,musica_sikh,YES
,bn:02721280n,,spatial_music,Optional.empty,musica_spaziale,YES
,bn:01111101n,,"spectral_music, spectralist_school, spectral_school, école_spectrale, spectral_composition, spectralism, spectral_technique",Spectral music uses the acoustic properties of sound – or sound spectra – as a basis for composition.,"musica_spettrale, analisi_spettrale, spettralismo",YES
,bn:01874932n,,"suyá_music, suya_music","Suyá music is the music of the Suyá people, a tribe of about 150 people who live on the Suyá-Miçu River and are native to Mato Grosso, Brazil.",musica_suya,YES
,bn:03037703n,,"theatre_music, theater_music, theatrical_music, scenic_music",Theatre music refers to a wide range of music composed or adapted for performance in theatres.,"musica_teatrale, musica_scenica",YES
,bn:01880799n,,"networked_music_performance, network_musical_performance",A networked music performance or network musical performance is a real-time interaction over a computer network that enables musicians in different locations to perform as if they were in the same room.,"musica_telematica, performance_musicale_telematica, networked_music_performance",YES
,bn:01533149n,,township_music,"Township music is any of various music genres created by Bantu peoples living in poor, racially segregated urban areas of South Africa during the 20th century.","musica_township, township_music",YES
,bn:01562450n,,"australian_folk_music, australian_folk_song, australian_folk_songs",Australian folk music is the traditional music from the large variety of immigrant cultures and those of the original Australian inhabitants.,"musica_tradizionale_australiana, musica_folk_australiana, musica_del_popolo_australiano",YES
,bn:01987507n,,"traditional_gaelic_music, gaelic_traditional_music","Traditional Gaelic music is the folk music of Goidelic-speaking communities in Ireland, Scotland, and the Isle of Man, often including lyrics in those languages.","musica_tradizionale_gaelica, folk_gaelico",YES
,bn:03113002n,,"italian_folk_music, folk_music_of_italy, traditional_music_of_italy, folk_and_popular_music_of_italy",Italian folk music has a deep and complex history.,"musica_tradizionale_italiana, musica_popolare_italiana, musica_folk_dell'italia, musica_tradizionale_in_italia, musica_folk_e_popolare_dell'italia",YES
,bn:03148248n,,"persian_traditional_music, persian_classical_music, iranian_traditional_music, persian_classical, persian_folk_music, iranian_classical_music, musiqi-e_assil, sonati, history_of_persian_traditional_music, classical_persian_music","Persian traditional music or Iranian traditional music, also known as Persian classical music refers to the classical music of Iran.","musica_tradizionale_persiana, musica_tradizionale_iraniana, musica_classica_persiana, musica_folk_persiana, storia_della_musica_tradizionale_persiana",YES
,bn:01560295n,,"turkish_folk_music, anatolian_folk_music, tuerkue, traditional_music_of_turkey, türkü, turkish_folk_song, türküs",Turkish folk music combines the distinct cultural values of all civilisations that have lived in Turkey and its former territories in Europe and Asia.,"musica_tradizionale_turca, musica_folk_turca, türkü, canzone_folk_turca, musica_fol_dell'anatolia",YES
,bn:02592945n,,tunisian_underground_music,Tunisian underground music refers to music performed by Tunisian artists that play or compose in a style different from the established Tunisian mainstream.,musica_underground_tunisina,YES
,bn:03119988n,,"visual_music, colour_music, color_music","Visual music, sometimes called colour music, refers to the use of musical structures in visual imagery, which can also include silent films or silent Lumia work.",musica_visiva,YES
,bn:02038690n,,waka_music,Waka music is a popular Islamic-oriented Yoruba musical genre.,musica_waka,YES
,bn:01195200n,,xhosa_music,"Xhosa music has long been a major part of the music of South Africa, especially in the field of jazz.",musica_xhosa,YES
,bn:01209096n,,zulu_music,The Zulu people are a South African ethnic group.,musica_zulu,YES
,bn:03132980n,,"rock_musical, rock-musical, rock_musicals",A rock musical is a musical theatre work with rock music.,musical_rock,YES
,bn:01859736n,,cognitive_musicology,Cognitive musicology is a branch of cognitive science concerned with computationally modeling musical knowledge with the goal of understanding both music and cognition.,musicologia_cognitiva,YES
,bn:01823849n,,"computational_musicology, computational_modeling_of_music",Computational musicology is an interdisciplinary research area between musicology and computer science.,musicologia_computazionale,YES
,bn:03162541n,,"evolutionary_musicology, the_origins_of_music, origin_of_music, musical_protolanguage, evolutionary_origin_of_music, musilanguage",Evolutionary musicology is a subfield of biomusicology that grounds the cognitive mechanisms of music appreciation and music creation in evolutionary theory.,"musicologia_evoluzionaria, le_origini_della_musica, origine_della_musica, protolingua_musicale, origine_evoluzionaria_della_musica",YES
,bn:01309858n,,"furniture_music, musique_d'ameublement","Furniture music, or in French musique d’ameublement, is background music originally played by live performers.","musique_d'ameublement, musica_d'arredamento, musica_da_tapezzeria, musica_da_arredamento",YES
,bn:02148751n,,"mutu, mutettu",A mutu is a type of improvised sung poetry found in Sardinia.,"mutettu, mutu",YES
,bn:01039716n,,"na_mele_paleoleo, mele, mele_paleoleo",Nā mele paleoleo is a contemporary form of Hawaiian music that cuts and mixes American hip hop with Hawaiian rapping.,na_mele_paleoleo,YES
,bn:02393811n,,naattupurapaattu,Naattupura Paattu is a form of Tamil folk music and Tamil folk culture.,naattupurapaattu,YES
,bn:01336873n,,"nai, muscal",The nai is a Romanian diatonic pan flute used since the 17th century and used in lăutari bands.,nai,YES
,bn:03160606n,,"nanguan, nanguan_music, south_tube, xianguan",Nanguan is a style of Chinese classical music from the southern Chinese province of Fujian.,nanguan,YES
,bn:02437629n,,nardcore,"Nardcore is a hardcore punk movement that began in Southern California during the early 1980s, originating in Oxnard, Silver Strand Beach and Port Hueneme.",nardcore,YES
,bn:01913246n,,"nasheed, ilahija, nashīd, anasheed, nashid, nasyid, nasyid_group, nasheeds","A nasheed is a work of vocal music that is either sung a cappella or accompanied by instruments, according to a particular style or tradition.","nasheed, nashīd, nasyd, anasheed, neşid, anāshīd, nasheeds",YES
